E,R
1.8671686746988,0.09728
1.86998491704374,0.095857
1.87280966767372,0.095232
1.87564296520424,0.095061
1.87848484848485,0.095229
1.88133535660091,0.096036
1.88419452887538,0.097663
1.88706240487062,0.099783
1.88993902439024,0.102535
1.89282442748092,0.10641
1.89571865443425,0.110488
1.89862174578867,0.115434
1.90153374233129,0.120536
1.90445468509985,0.126499
1.90738461538462,0.132645
1.91032357473035,0.139479
1.91327160493827,0.145947
1.91622874806801,0.153021
1.91919504643963,0.159924
1.92217054263566,0.167147
1.92515527950311,0.173785
1.92814930015552,0.180824
1.93115264797508,0.187893
1.93416536661466,0.194661
1.9371875,0.201044
1.94021909233177,0.207867
1.94326018808777,0.214568
1.94631083202512,0.220452
1.94937106918239,0.226526
1.95244094488189,0.231854
1.95552050473186,0.236665
1.95860979462875,0.240212
1.96170886075949,0.24403
1.9648177496038,0.246889
1.96793650793651,0.249866
1.97106518282989,0.25183
1.97420382165605,0.254384
1.97735247208931,0.255768
1.98051118210863,0.256858
1.98368,0.257013
1.98685897435897,0.257385
1.9900481540931,0.256302
1.99324758842444,0.255307
1.99645732689211,0.252895
1.99967741935484,0.250547
2.00290791599354,0.24751
2.00614886731392,0.244012
2.00940032414911,0.239616
2.01266233766234,0.235499
2.01593495934959,0.230066
2.01921824104235,0.224421
2.02251223491028,0.218308
2.02581699346405,0.212194
2.0291325695581,0.205368
2.03245901639344,0.198411
2.03579638752053,0.190992
2.03914473684211,0.18363
2.04250411861614,0.175622
2.04587458745875,0.167665
2.04925619834711,0.159793
2.05264900662252,0.151686
2.05605306799337,0.143805
2.05946843853821,0.13615
2.06289517470882,0.129036
2.06633333333333,0.122226
2.06978297161937,0.116144
2.07324414715719,0.110463
2.07671691792295,0.105721
2.08020134228188,0.101552
2.0836974789916,0.098335
2.08720538720539,0.095955
2.09072512647555,0.09478
2.09425675675676,0.094408
2.09780033840948,0.095353
2.10135593220339,0.097348
2.10492359932088,0.100289
2.10850340136054,0.104082
2.11209540034072,0.108914
2.11569965870307,0.114367
2.11931623931624,0.120518
2.12294520547945,0.12737
2.12658662092624,0.134916
2.13024054982818,0.14302
2.13390705679862,0.151557
2.13758620689655,0.160707
2.1412780656304,0.169572
2.14498269896194,0.178325
2.14870017331022,0.187126
2.15243055555556,0.195518
2.15617391304348,0.203039
2.15993031358885,0.210802
2.16369982547993,0.218033
2.16748251748252,0.22477
2.17127845884413,0.230745
2.17508771929825,0.23653
2.17891036906854,0.241136
2.18274647887324,0.245164
2.18659611992945,0.248196
2.1904593639576,0.250923
2.19433628318584,0.252671
2.19822695035461,0.253999
2.20213143872114,0.254121
2.20604982206406,0.253397
2.20998217468806,0.25157
2.21392857142857,0.249043
2.21788908765653,0.245541
2.22186379928315,0.24131
2.22585278276481,0.235953
2.22985611510791,0.229852
2.23387387387387,0.222887
2.23790613718412,0.215199
2.24195298372514,0.207248
2.24601449275362,0.198768
2.25009074410163,0.189978
2.25418181818182,0.180772
2.25828779599271,0.171311
2.26240875912409,0.161203
2.26654478976234,0.151226
2.27069597069597,0.141339
2.2748623853211,0.131612
2.27904411764706,0.122357
2.28324125230203,0.11382
2.28745387453875,0.106498
2.2916820702403,0.099929
2.29592592592593,0.09459
2.30018552875696,0.090719
2.30446096654275,0.088169
2.30875232774674,0.086857
2.31305970149254,0.087396
2.31738317757009,0.089398
2.32172284644195,0.092365
2.32607879924953,0.097158
2.33045112781955,0.104138
2.33483992467043,0.111563
2.33924528301887,0.120282
2.34366729678639,0.130058
2.34810606060606,0.140343
2.35256166982922,0.150184
2.35703422053232,0.160924
2.36152380952381,0.171895
2.36603053435114,0.182575
2.37055449330784,0.192865
2.37509578544061,0.202598
2.37965451055662,0.211657
2.38423076923077,0.219453
2.3888246628131,0.226832
2.39343629343629,0.23339
2.39806576402321,0.238328
2.40271317829457,0.242517
2.4073786407767,0.245783
2.41206225680934,0.247217
2.41676413255361,0.247268
2.421484375,0.246928
2.42622309197652,0.245054
2.43098039215686,0.241872
2.43575638506876,0.237643
2.44055118110236,0.232724
2.44536489151874,0.226489
2.4501976284585,0.219356
2.45504950495049,0.211109
2.45992063492063,0.202629
2.46481113320079,0.193052
2.46972111553785,0.183067
2.47465069860279,0.172364
2.4796,0.161999
2.48456913827655,0.151473
2.48955823293173,0.141722
2.49456740442656,0.13247
2.49959677419355,0.124135
2.50464646464646,0.116713
2.50971659919028,0.110972
2.51480730223124,0.106659
2.51991869918699,0.104241
2.52505091649694,0.103631
2.53020408163265,0.104842
2.53537832310838,0.108114
2.5405737704918,0.112637
2.54579055441478,0.118881
2.55102880658436,0.126864
2.55628865979381,0.136251
2.56157024793388,0.145947
2.56687370600414,0.156772
2.57219917012448,0.168169
2.57754677754678,0.179402
2.58291666666667,0.19034
2.58830897703549,0.200912
2.59372384937238,0.210589
2.59916142557652,0.21933
2.6046218487395,0.22684
2.61010526315789,0.232696
2.61561181434599,0.237391
2.62114164904863,0.240544
2.62669491525424,0.241837
2.63227176220807,0.241419
2.63787234042553,0.239989
2.64349680170576,0.236908
2.6491452991453,0.232262
2.65481798715203,0.225958
2.66051502145923,0.218525
2.66623655913978,0.209719
2.67198275862069,0.199799
2.67775377969762,0.188829
2.68354978354978,0.177459
2.68937093275488,0.165768
2.69521739130435,0.153513
2.70108932461874,0.14213
2.70698689956332,0.131694
2.71291028446389,0.122683
2.71885964912281,0.1155
2.72483516483516,0.110985
2.73083700440529,0.108204
2.73686534216336,0.108178
2.7429203539823,0.110764
2.7490022172949,0.115353
2.75511111111111,0.122289
2.76124721603563,0.131781
2.76741071428571,0.142977
2.77360178970917,0.155358
2.77982062780269,0.168923
2.78606741573034,0.182514
2.79234234234234,0.195922
2.79864559819413,0.208797
2.80497737556561,0.220201
2.81133786848073,0.230514
2.81772727272727,0.23917
2.82414578587699,0.245198
2.83059360730594,0.249303
2.8370709382151,0.251442
2.84357798165138,0.251077
2.85011494252874,0.248492
2.85668202764977,0.244152
2.86327944572748,0.237637
2.86990740740741,0.228542
2.87656612529002,0.218413
2.88325581395349,0.206875
2.88997668997669,0.193241
2.89672897196262,0.179755
2.90351288056206,0.166723
2.91032863849765,0.153519
2.91717647058823,0.141482
2.92405660377358,0.132564
2.93096926713948,0.12535
2.93791469194313,0.121335
2.94489311163895,0.120913
2.95190476190476,0.12426
2.95894988066826,0.130392
2.96602870813397,0.139522
2.97314148681055,0.151085
2.98028846153846,0.164657
2.98746987951807,0.178869
2.99468599033816,0.194291
3.00193704600484,0.209155
3.00922330097087,0.223035
3.01654501216545,0.235243
3.02390243902439,0.245693
3.03129584352078,0.253681
3.03872549019608,0.259038
3.04619164619165,0.261783
3.05369458128079,0.26186
3.06123456790123,0.259415
3.06881188118812,0.253503
3.07642679900744,0.245496
3.08407960199005,0.234931
3.09177057356608,0.222335
3.0995,0.208119
3.10726817042607,0.1942
3.11507537688442,0.179784
3.12292191435768,0.167453
3.13080808080808,0.15681
3.13873417721519,0.149661
3.14670050761421,0.145889
3.15470737913486,0.147865
3.16275510204082,0.152506
3.17084398976982,0.162272
3.17897435897436,0.175657
3.18714652956298,0.191695
3.19536082474227,0.208924
3.20361757105943,0.228973
3.2119170984456,0.247493
3.22025974025974,0.265707
3.22864583333333,0.281406
3.23707571801567,0.294435
3.24554973821989,0.30321
3.25406824146982,0.309039
3.26263157894737,0.310277
3.2712401055409,0.308039
3.27989417989418,0.300893
3.28859416445623,0.291366
3.29734042553191,0.28049
3.30613333333333,0.266336
3.31497326203209,0.252338
3.32386058981233,0.240667
3.33279569892473,0.229482
3.34177897574124,0.220662
3.35081081081081,0.217272
3.35989159891599,0.218136
3.36902173913043,0.223665
3.37820163487738,0.234457
3.38743169398907,0.247556
3.39671232876712,0.263573
3.40604395604396,0.281164
3.41542699724518,0.29909
3.42486187845304,0.314038
3.43434903047091,0.327515
3.44388888888889,0.33592
3.45348189415042,0.338561
3.46312849162011,0.33554
3.47282913165266,0.32821
3.48258426966292,0.316272
3.49239436619718,0.301229
3.50225988700565,0.284238
3.51218130311615,0.266759
3.52215909090909,0.250601
3.53219373219373,0.236833
3.54228571428571,0.227382
3.55243553008596,0.222184
3.56264367816092,0.221196
3.57291066282421,0.226548
3.58323699421965,0.237802
3.5936231884058,0.252511
3.60406976744186,0.269507
3.61457725947522,0.287507
3.62514619883041,0.302385
3.63577712609971,0.313801
3.64647058823529,0.322214
3.65722713864307,0.325656
3.66804733727811,0.323771
3.67893175074184,0.31714
3.68988095238095,0.305932
3.70089552238806,0.291866
3.71197604790419,0.277365
3.72312312312312,0.263179
3.73433734939759,0.252622
3.74561933534743,0.24563
3.7569696969697,0.242549
3.76838905775076,0.246185
3.77987804878049,0.255549
3.7914373088685,0.268503
3.80306748466258,0.285809
3.81476923076923,0.303308
3.82654320987654,0.319804
3.83839009287926,0.332433
3.85031055900621,0.341363
3.86230529595016,0.342547
3.874375,0.340552
3.88652037617555,0.331215
3.89874213836478,0.319488
3.91104100946372,0.30572
3.92341772151899,0.292063
3.93587301587302,0.280624
3.9484076433121,0.275662
3.96102236421725,0.275527
3.97371794871795,0.282025
3.98649517684887,0.294936
3.99935483870968,0.313014
4.01229773462783,0.331328
4.02532467532468,0.351067
4.03843648208469,0.368098
4.0516339869281,0.380276
4.06491803278689,0.385317
4.07828947368421,0.384804
4.09174917491749,0.379791
4.10529801324503,0.37032
4.11893687707641,0.360808
4.13266666666667,0.353239
4.14648829431438,0.350467
4.16040268456376,0.35267
4.17441077441077,0.362737
4.18851351351351,0.378149
4.20271186440678,0.396451
4.21700680272109,0.417162
4.23139931740614,0.43507
4.2458904109589,0.450192
4.26048109965636,0.461402
4.2751724137931,0.466934
4.28996539792388,0.467311
4.30486111111111,0.466925
4.3198606271777,0.462693
4.33496503496504,0.459653
4.35017543859649,0.461163
4.36549295774648,0.466121
4.38091872791519,0.474676
4.39645390070922,0.48798
4.41209964412811,0.50084
4.42785714285714,0.511274
4.44372759856631,0.521448
4.45971223021583,0.524906
4.47581227436823,0.52569
4.49202898550725,0.524621
4.50836363636364,0.522069
4.52481751824818,0.516443
4.54139194139194,0.517342
4.55808823529412,0.518582
4.57490774907749,0.522794
4.59185185185185,0.529757
4.6089219330855,0.539564
4.62611940298508,0.54458
4.6434456928839,0.547713
4.6609022556391,0.546869
4.67849056603774,0.543211
4.69621212121212,0.535477
4.71406844106464,0.528303
4.73206106870229,0.52097
4.75019157088123,0.518351
4.76846153846154,0.518031
4.78687258687259,0.521079
4.80542635658915,0.525979
4.82412451361868,0.530065
4.84296875,0.531208
4.86196078431373,0.52924
4.88110236220472,0.525545
4.900395256917,0.518317
4.91984126984127,0.514028
4.9394422310757,0.510255
4.9592,0.508182
4.97911646586345,0.507696
4.9991935483871,0.510441
5.01943319838057,0.511199
5.03983739837398,0.512058
5.06040816326531,0.512079
5.08114754098361,0.508775
5.10205761316872,0.503476
5.12314049586777,0.498206
5.14439834024896,0.493926
5.16583333333333,0.488446
5.18744769874477,0.488114
5.20924369747899,0.487397
5.23122362869198,0.488342
5.25338983050848,0.486759
5.27574468085106,0.485458
5.2982905982906,0.482253
5.32103004291846,0.480788
5.34396551724138,0.480522
5.36709956709957,0.480137
5.3904347826087,0.481917
5.41397379912664,0.482009
5.43771929824561,0.482515
5.46167400881057,0.477103
5.4858407079646,0.471896
5.51022222222222,0.467591
5.53482142857143,0.462679
5.55964125560538,0.456399
5.58468468468468,0.45586
5.60995475113122,0.453309
5.63545454545455,0.45037
5.66118721461187,0.448539
5.68715596330275,0.445399
5.71336405529954,0.438348
5.73981481481482,0.433409
5.76651162790698,0.428388
5.79345794392523,0.423278
5.8206572769953,0.419785
5.84811320754717,0.418547
5.87582938388626,0.417222
5.90380952380952,0.409931
5.93205741626794,0.404853
5.96057692307692,0.400559
5.98937198067633,0.395079
6.01844660194175,0.388544
6.04780487804878,0.383538
6.07745098039216,0.382724
6.10738916256158,0.373132
6.13762376237624,0.368615
6.1681592039801,0.365481
6.199,0.358618
6.23015075376884,0.355914
6.26161616161616,0.352901
6.29340101522843,0.348495
6.32551020408163,0.3515
6.35794871794872,0.355594
6.39072164948454,0.328529
6.42383419689119,0.32603
6.45729166666667,0.332546
6.49109947643979,0.325516
6.52526315789474,0.311869
6.55978835978836,0.323831
6.59468085106383,0.255936
6.62994652406417,0.35688
6.66559139784946,0.46471
6.70162162162162,0.585756
