Wavelength,R
451.000000, 91.725357
450.000000, 91.686072
449.000000, 91.700631
448.000000, 91.643232
447.000000, 91.600173
446.000000, 91.659523
445.000000, 91.603568
444.000000, 91.525348
443.000000, 91.524569
442.000000, 91.500792
441.000000, 91.465806
440.000000, 91.493531
439.000000, 91.441930
438.000000, 91.386484
437.000000, 91.417793
436.000000, 91.418613
435.000000, 91.375208
434.000000, 91.364960
433.000000, 91.308957
432.000000, 91.189431
431.000000, 91.170314
430.000000, 91.131082
429.000000, 91.057445
428.000000, 90.999282
427.000000, 90.867436
426.000000, 90.667339
425.000000, 90.472380
424.000000, 90.309996
423.000000, 90.020601
422.000000, 89.708582
421.000000, 89.284516
420.000000, 88.768738
419.000000, 88.145361
418.000000, 87.394591
417.000000, 86.467023
416.000000, 85.339541
415.000000, 84.021187
414.000000, 82.471514
413.000000, 80.683109
412.000000, 78.697913
411.000000, 76.423198
410.000000, 74.029240
409.000000, 71.452360
408.000000, 68.649698
407.000000, 65.770116
406.000000, 62.779246
405.000000, 59.699002
404.000000, 56.565889
403.000000, 53.400356
402.000000, 50.289461
401.000000, 47.253630
400.000000, 44.278772
399.000000, 41.370990
398.000000, 38.615106
397.000000, 36.010616
396.000000, 33.548241
395.000000, 31.214305
394.000000, 29.014773
393.000000, 27.002982
392.000000, 25.106529
391.000000, 23.358490
390.000000, 21.808849
389.000000, 20.364413
388.000000, 19.110928
387.000000, 17.991000
386.000000, 16.999740
385.000000, 16.090702
384.000000, 15.283859
383.000000, 14.564353
382.000000, 13.915414
381.000000, 13.348156
380.000000, 12.836410
379.000000, 12.367956
378.000000, 11.840377
377.000000, 11.452709
376.000000, 11.096292
375.000000, 10.769370
374.000000, 10.453862
373.000000, 10.152359
372.000000, 9.876472
371.000000, 9.614706
370.000000, 9.375196
369.000000, 9.158739
368.000000, 8.949904
367.000000, 8.742547
366.000000, 8.564117
365.000000, 8.373312
364.000000, 8.216812
363.000000, 8.051501
362.000000, 7.890762
361.000000, 7.758686
360.000000, 7.620756
359.000000, 7.480406
358.000000, 7.377739
357.000000, 7.266688
356.000000, 7.149277
355.000000, 7.051388
354.000000, 6.969711
353.000000, 6.855436
352.000000, 6.776894
351.000000, 6.707423
350.000000, 6.640769
349.000000, 6.586014
348.000000, 6.521447
347.000000, 6.477157
346.000000, 6.439764
345.000000, 6.389481
344.000000, 6.351882
343.000000, 6.340661
342.000000, 6.311925
341.000000, 6.283242
340.000000, 6.276027
339.000000, 6.271746
338.000000, 6.267147
337.000000, 6.257650
336.000000, 6.262451
335.000000, 6.248735
334.000000, 6.272230
333.000000, 6.301549
332.000000, 6.317064
331.000000, 6.320545
330.000000, 6.329287
329.000000, 6.356644
328.000000, 6.364302
327.000000, 6.403762
326.000000, 6.415014
325.000000, 6.464842
324.000000, 6.470565
323.000000, 6.482925
322.000000, 6.528019
321.000000, 6.564425
320.000000, 6.559652
319.000000, 6.606447
318.000000, 6.621175
317.000000, 6.648555
316.000000, 6.691611
315.000000, 6.723577
314.000000, 6.744475
313.000000, 6.764665
312.000000, 6.790183
311.000000, 6.795483
310.000000, 6.816079
309.000000, 6.856220
308.000000, 6.859784
307.000000, 6.894916
306.000000, 6.917037
305.000000, 6.942743
304.000000, 6.952890
303.000000, 6.980980
302.000000, 6.973686
301.000000, 7.011588
300.000000, 7.001010
299.000000, 7.023478
298.000000, 7.039433
297.000000, 7.064886
296.000000, 7.102113
295.000000, 7.120843
294.000000, 7.144291
293.000000, 7.169168
292.000000, 7.179341
291.000000, 7.179613
290.000000, 7.222735
289.000000, 7.261019
288.000000, 7.261180
287.000000, 7.262561
286.000000, 7.264028
285.000000, 7.245279
284.000000, 7.240809
283.000000, 7.257381
282.000000, 7.288335
281.000000, 7.345025
280.000000, 7.476610
279.000000, 7.617782
278.000000, 7.800957
277.000000, 7.952578
276.000000, 8.076824
275.000000, 8.114561
274.000000, 8.155504
273.000000, 8.206416
272.000000, 8.185099
271.000000, 8.233577
270.000000, 8.268100
269.000000, 8.305495
268.000000, 8.293971
267.000000, 8.314979
266.000000, 8.319216
265.000000, 8.351890
264.000000, 8.374688
263.000000, 8.393557
262.000000, 8.423536
261.000000, 8.467206
260.000000, 8.515201
259.000000, 8.545635
258.000000, 8.586819
257.000000, 8.614649
256.000000, 8.670828
255.000000, 8.723735
254.000000, 8.764324
253.000000, 8.798970
252.000000, 8.863456
251.000000, 8.928126
250.000000, 9.000588
249.000000, 9.081325
248.000000, 9.156139
247.000000, 9.250760
246.000000, 9.333551
245.000000, 9.414818
244.000000, 9.501706
243.000000, 9.625460
242.000000, 9.761139
241.000000, 9.906693
240.000000, 10.063765
239.000000, 10.225804
238.000000, 10.394251
237.000000, 10.571886
236.000000, 10.768622
235.000000, 10.969723
234.000000, 11.230956
233.000000, 11.543994
232.000000, 11.903255
231.000000, 12.342710
230.000000, 12.839438
229.000000, 13.346218
228.000000, 13.804663
227.000000, 14.117925
226.000000, 14.188215
225.000000, 13.907976
224.000000, 13.212639
223.000000, 12.255977
222.000000, 11.248176
221.000000, 10.302587
220.000000, 9.491820
219.000000, 8.786846
218.000000, 8.145467
217.000000, 7.577812
216.000000, 7.016691
215.000000, 6.518674
214.000000, 6.154535
213.000000, 5.917241
212.000000, 5.856765
211.000000, 5.873062
210.000000, 5.960568
209.000000, 6.141148
208.000000, 6.444439
207.000000, 6.808811
206.000000, 7.189212
205.000000, 7.544628
204.000000, 7.680014
203.000000, 7.602612
202.000000, 7.380146
201.000000, 6.963445
200.000000, 6.281973
